order_id,order_date,customer_id,customer_segment,product,category,region,channel,quantity,unit_price,discount,cost,revenue,profit
ORD-100042,2024-01-03,CUST-01103,Small Business,Samsung Galaxy S24,Electronics,Pakistan,Online,1,893.64,0.1,661.29,804.28,142.99
ORD-100043,2024-01-03,CUST-00297,Corporate,Adidas Ultraboost,Fashion,Australia,Online,3,171.61,0.05,298.61,489.1,190.49
ORD-100044,2024-01-03,CUST-01143,Consumer,Peloton Dumbbells,Sports,United Arab Emirates,Retail Store,2,97.04,0.0,126.15,194.08,67.93
ORD-100045,2024-01-03,CUST-01301,Corporate,Nike Air Max 270,Fashion,France,Marketplace,1,141.07,0.0,77.59,141.07,63.48
ORD-100046,2024-01-03,CUST-01187,Consumer,iPhone 15 Pro Max,Electronics,United Kingdom,Online,1,1095.13,0.0,788.49,1095.13,306.64
ORD-100047,2024-01-04,CUST-01160,Corporate,MacBook Air M2,Electronics,United States,Online,1,1197.13,0.05,933.76,1137.27,203.51
ORD-100048,2024-01-04,CUST-01299,Consumer,Sony WH-1000XM5,Electronics,Canada,Online,2,306.32,0.0,398.22,612.65,214.43
ORD-100049,2024-01-04,CUST-00605,Consumer,iPhone 15 Pro Max,Electronics,United States,Online,1,1133.77,0.0,816.31,1133.77,317.46
ORD-100050,2024-01-04,CUST-00470,Small Business,Dyson V15 Vacuum,Home & Kitchen,United Kingdom,Online,1,605.56,0.0,423.89,605.56,181.67
ORD-100051,2024-01-04,CUST-00300,Consumer,MacBook Air M2,Electronics,United Kingdom,Online,1,1158.05,0.1,903.28,1042.25,138.97
ORD-100052,2024-01-04,CUST-00909,Consumer,Sony WH-1000XM5,Electronics,United States,Retail Store,1,317.38,0.0,206.29,317.38,111.09
ORD-100053,2024-01-04,CUST-00046,Small Business,Dior Sauvage 100ml,Beauty,United States,Online,1,144.99,0.05,65.24,137.74,72.5
ORD-100054,2024-01-04,CUST-01057,Small Business,IKEA Malm Desk,Home & Kitchen,United States,Marketplace,2,136.94,0.0,164.32,273.87,109.55
ORD-100055,2024-01-04,CUST-00064,Consumer,Dior Sauvage 100ml,Beauty,Canada,Online,5,148.43,0.15,333.98,630.84,296.86
ORD-100056,2024-01-04,CUST-00550,Consumer,MacBook Air M2  ,Electronics,United States,Marketplace,1,1288.71,0.0,1005.2,1288.71,283.51
ORD-100057,2024-01-04,CUST-00677,Consumer,Sony WH-1000XM5,Electronics,United States,Marketplace,1,340.49,0.0,221.32,340.49,119.17
ORD-100058,2024-01-04,CUST-00524,Consumer,Zara Wool Coat,Fashion,Canada,Wholesale,1,183.98,0.0,95.67,183.98,88.31
ORD-100059,2024-01-04,CUST-00463,Corporate,Dell XPS 13,Electronics,Canada,Online,2,1062.64,0.1,1742.73,1912.75,170.02
ORD-100060,2024-01-04,CUST-01010,Consumer,Dior Sauvage 100ml,Beauty,France,Online,1,156.72,0.0,70.53,156.72,86.19
ORD-100061,2024-01-04,CUST-01022,Small Business,Sony WH-1000XM5,Electronics,Germany,Online,1,313.67,0.15,203.88,266.62,62.74
ORD-100062,2024-01-04,CUST-00614,Consumer,Peloton Dumbbells,Sports,Canada,Marketplace,1,87.9,0.0,57.13,87.9,30.77
ORD-100063,2024-01-04,CUST-00276,Small Business,MacBook Air M2,Electronics,Brazil,Online,1,1170.36,0.0,912.88,1170.36,257.48
ORD-100064,2024-01-04,CUST-00489,Small Business,Dyson V15 Vacuum,Home & Kitchen,United Kingdom,Online,1,604.89,0.1,423.43,544.4,120.97
ORD-100065,2024-01-04,CUST-00021,,Dior Sauvage 100ml,Beauty,India,Online,2,146.99,0.05,132.29,279.27,146.98
ORD-100066,2024-01-04,CUST-00815,Consumer,Lego Millennium Falcon,Others,India,Online,1,167.3,0.0,113.76,167.3,53.54
ORD-100067,2024-01-05,CUST-00983,Corporate,Sony WH-1000XM5  ,Electronics,Germany,Marketplace,1,340.42,0.0,221.27,340.42,119.15
ORD-100068,2024-01-05,CUST-01313,Consumer,La Mer Cream 60ml,Beauty,Australia,Online,2,347.02,0.1,,624.64,277.62
ORD-100069,2024-01-05,CUST-00928,Consumer,Adidas Ultraboost,Fashion,Japan,Online,1,166.18,0.25,96.38,124.63,28.25
ORD-100070,2024-01-05,CUST-00324,Consumer,Dyson V15 Vacuum,Home & Kitchen,Germany,Retail Store,1,612.44,0.0,428.71,612.44,183.73
ORD-100071,2024-01-05,CUST-00934,Consumer,MacBook Air M2,Electronics,India,Online,3,1272.49,0.0,2977.62,3817.46,839.84
ORD-100072,2024-01-05,CUST-00482,Consumer,La Mer Cream 60ml,Beauty,United Arab Emirates,Retail Store,2,341.57,0.0,341.57,683.14,341.57
ORD-100073,2024-01-05,CUST-00761,Consumer,Samsung Galaxy S24,Electronics,Canada,Retail Store,3,901.46,0.0,2001.25,2704.39,703.14
ORD-100074,2024-01-05,CUST-01238,Corporate,Lego Millennium Falcon,Others,United States,Retail Store,1,170.75,0.05,116.11,162.21,46.1
ORD-100075,2024-01-05,CUST-00340,Consumer,Nike Air Max 270,Fashion,United Kingdom,Online,2,153.3,0.15,168.63,260.62,91.99
ORD-100076,2024-01-05,CUST-01025,Consumer,Nike Air Max 270,Fashion,United States,Online,2,152.12,0.0,167.34,304.25,136.91
ORD-100077,2024-01-05,CUST-00182,Corporate,MacBook Air M2,Electronics,United States,Marketplace,2,1202.96,0.0,1876.62,2405.92,529.3
ORD-100078,2024-01-05,CUST-01317,Consumer,Dyson V15 Vacuum,Home & Kitchen,United Arab Emirates,Online,1,619.18,0.0,433.43,619.18,185.75
ORD-100079,2024-01-05,CUST-00888,Small Business,MacBook Air M2,Electronics,United States,Online,1,1134.62,0.0,885.0,1134.62,249.62
ORD-100080,2024-01-05,CUST-00940,Small Business,Dior Sauvage 100ml,Beauty,United States,Wholesale,1,151.04,0.0,67.97,151.04,83.07
ORD-100081,2024-01-05,CUST-01064,Consumer,IKEA Malm Desk,Home & Kitchen,United States,Retail Store,2,138.7,0.0,166.43,277.39,110.96
ORD-100082,2024-01-06,CUST-00520,Consumer,MacBook Air M2,Electronics,Brazil,Marketplace,1,1219.56,0.0,951.26,1219.56,268.3
ORD-100083,2024-01-06,CUST-01346,Consumer,Dior Sauvage 100ml,Beauty,India,Retail Store,1,135.38,0.0,60.92,135.38,74.46
ORD-100084,2024-01-06,CUST-01133,Corporate,Zara Wool Coat,Fashion,India,Marketplace,2,194.07,0.05,201.84,368.74,166.9
ORD-100085,2024-01-06,CUST-00429,Consumer,Sony WH-1000XM5,Electronics,India,Marketplace,1,288.63,0.0,187.61,288.63,101.02
ORD-100086,2024-01-06,CUST-00209,Consumer,Dyson V15 Vacuum,Home & Kitchen,United Kingdom,Online,2,666.33,0.1,932.86,1199.4,266.54
ORD-100087,2024-01-06,CUST-00022,Consumer,Nespresso Vertuo,Home & Kitchen,United Arab Emirates,Online,2,170.92,0.25,229.03,256.37,27.34
ORD-100088,2024-01-06,CUST-00112,Corporate,Dell XPS 13,Electronics,Australia,Retail Store,1,1016.07,0.0,833.18,1016.07,182.89
ORD-100089,2024-01-06,CUST-01106,Corporate,Nespresso Vertuo,Home & Kitchen,United States,Wholesale,2,185.65,0.0,248.78,371.31,122.53
ORD-100090,2024-01-06,CUST-00140,Consumer,Dior Sauvage 100ml,Beauty,United States,Wholesale,1,143.05,0.05,64.37,135.9,71.53
ORD-100091,2024-01-06,CUST-00010,Corporate,La Mer Cream 60ml,Beauty,Japan,Marketplace,1,329.99,0.0,165.0,329.99,164.99
ORD-100092,2024-01-06,CUST-01069,Consumer,Dior Sauvage 100ml,Beauty,United States,Retail Store,1,130.02,0.0,58.51,130.02,71.51
ORD-100093,2024-01-06,CUST-00274,Corporate,MacBook Air M2,Electronics,United States,Online,1,1140.25,0.1,889.39,1026.22,136.83
ORD-100094,2024-01-06,CUST-01229,Corporate,Olaplex No.3,Beauty,United States,Online,1,30.5,0.0,12.2,30.5,18.3
ORD-100095,2024-01-06,CUST-00457,Consumer,Peloton Dumbbells,Sports,United Kingdom,Retail Store,2,91.96,0.0,119.54,183.91,64.37
ORD-100096,2024-01-06,CUST-01290,Corporate,AirPods Pro 2,Electronics,United States,Online,1,234.34,0.0,140.6,234.34,93.74
ORD-100097,2024-01-06,CUST-00023,Consumer,Apple Watch Series 9,Sports,United Arab Emirates,Wholesale,1,415.01,0.0,302.95,415.01,112.06
ORD-100098,2024-01-06,CUST-00140,Corporate,MacBook Air M2,Electronics,United Kingdom,Online,1,1129.68,0.1,881.15,1016.71,135.56
ORD-100099,2024-01-07,CUST-00421,Consumer,iPhone 15 Pro Max  ,Electronics,United States,Marketplace,2,1154.75,0.0,1662.83,2309.49,646.66
ORD-100100,2024-01-07,CUST-00207,Consumer,AirPods Pro 2,Electronics,Australia,Wholesale,1,238.12,0.0,142.87,238.12,95.25
ORD-100101,2024-01-07,CUST-00545,Consumer,MacBook Air M2,Electronics,Japan,Marketplace,4,1230.07,0.25,3837.82,3690.21,-147.61
ORD-100102,2024-01-07,CUST-00641,Corporate,MacBook Air M2,Electronics,United Kingdom,Wholesale,1,1160.68,0.0,905.33,1160.68,255.35
ORD-100103,2024-01-07,CUST-01091,Corporate,AirPods Pro 2,Electronics,United Kingdom,Online,1,239.2,0.05,143.52,227.24,83.72
ORD-100104,2024-01-07,CUST-00081,Consumer,Kindle Paperwhite,Others,United States,Wholesale,1,136.18,0.0,95.33,136.18,40.85
ORD-100105,2024-01-07,CUST-00248,Consumer,Nike Air Max 270,Fashion,United States,Marketplace,3,133.48,0.0,220.23,400.43,180.2
ORD-100106,2024-01-07,CUST-00186,Consumer,Lego Millennium Falcon,Others,United Kingdom,Marketplace,1,162.09,0.0,110.22,162.09,51.87
ORD-100107,2024-01-07,CUST-00580,Consumer,Nike Air Max 270,Fashion,India,Online,3,130.07,0.0,214.61,390.21,175.6
ORD-100108,2024-01-07,CUST-01248,Consumer,AirPods Pro 2,Electronics,United Kingdom,Online,1,232.53,0.1,139.52,209.27,69.75
ORD-100109,2024-01-07,CUST-01162,Corporate,iPhone 15 Pro Max,Electronics,India,Online,4,1128.39,0.0,3249.75,4513.54,1263.79
ORD-100110,2024-01-07,CUST-00064,Small Business,Samsung Galaxy S24,Electronics,United Kingdom,Retail Store,2,871.13,0.0,1289.27,1742.26,452.99
ORD-100111,2024-01-07,CUST-00321,Consumer,Olaplex No.3,Beauty,Canada,Online,1,32.38,0.0,12.95,32.38,19.43
ORD-100112,2024-01-07,CUST-01060,Consumer,Instant Pot Duo,Home & Kitchen,Brazil,Marketplace,1,102.91,0.0,63.8,102.91,39.11
ORD-100113,2024-01-07,CUST-00696,Consumer,Nike Air Max 270,Fashion,Australia,Online,1,148.59,0.0,81.72,148.59,66.87
ORD-100114,2024-01-07,CUST-00812,Small Business,La Mer Cream 60ml,Beauty,Germany,Marketplace,1,336.22,0.0,168.11,336.22,168.11
ORD-100115,2024-01-07,CUST-01389,Consumer,Dyson V15 Vacuum,Home & Kitchen,Canada,Marketplace,2,599.67,0.0,839.53,1199.33,359.8
ORD-100116,2024-01-07,CUST-00837,Small Business,MacBook Air M2,Electronics,United Arab Emirates,Online,1,1144.64,0.0,892.82,1144.64,251.82
ORD-100117,2024-01-07,CUST-01051,Consumer,Olaplex No.3,Beauty,United States,Online,1,29.28,0.0,11.71,29.28,17.57
ORD-100118,2024-01-07,CUST-01037,Consumer,IKEA Malm Desk,Home & Kitchen,Pakistan,Online,1,132.17,0.05,79.3,125.57,46.27
ORD-100119,2024-01-08,CUST-01293,Consumer,Samsung Galaxy S24,Electronics,Japan,Wholesale,1,842.78,0.05,623.66,800.64,176.98
ORD-100120,2024-01-08,CUST-00371,Small Business,Dior Sauvage 100ml,Beauty,United Kingdom,Retail Store,2,145.04,0.05,130.53,275.57,145.04
ORD-100121,2024-01-08,CUST-00373,Consumer,Sony WH-1000XM5,Electronics,India,Online,1,334.94,0.25,217.71,251.2,33.49
ORD-100122,2024-01-08,CUST-00132,Consumer,Dior Sauvage 100ml,Beauty,Pakistan,Marketplace,1,132.6,0.0,59.67,132.6,72.93
ORD-100123,2024-01-08,CUST-01087,Corporate,Dior Sauvage 100ml,Beauty,United States,Retail Store,1,147.07,0.0,66.18,147.07,80.89
ORD-100124,2024-01-08,CUST-01340,Consumer,Apple Watch Series 9,Sports,Australia,Marketplace,1,414.18,0.0,302.35,414.18,111.83
ORD-100125,2024-01-08,CUST-00040,Consumer,MacBook Air M2,Electronics,Germany,Retail Store,1,1182.39,0.15,922.27,1005.04,82.77
ORD-100126,2024-01-08,CUST-00183,Consumer,IKEA Malm Desk,Home & Kitchen,Canada,Online,1,129.83,0.0,77.9,129.83,51.93
ORD-100127,2024-01-08,CUST-01156,Small Business,Sony WH-1000XM5,Electronics,France,Online,3,317.68,0.1,619.47,857.72,238.25
ORD-100128,2024-01-08,CUST-01341,Corporate,Olaplex No.3,Beauty,Brazil,Marketplace,1,29.44,0.0,11.78,29.44,17.66
ORD-100129,2024-01-08,CUST-00677,Small Business,MacBook Air M2,Electronics,United States,Online,2,1146.87,0.0,1789.12,2293.74,504.62
ORD-100130,2024-01-08,CUST-00141,Corporate,La Mer Cream 60ml,Beauty,Pakistan,Online,1,356.37,0.05,178.18,338.55,160.37
ORD-100131,2024-01-08,CUST-00276,Consumer,Kindle Paperwhite,Others,Germany,Wholesale,1,139.92,0.0,97.95,139.92,41.97
ORD-100132,2024-01-08,CUST-01274,Small Business,Nike Air Max 270,Fashion,Brazil,Online,1,148.85,0.1,81.87,133.96,52.09
ORD-100133,2024-01-08,CUST-01159,Consumer,Nike Air Max 270,Fashion,India,Retail Store,2,146.97,0.0,161.66,293.93,132.27
ORD-100134,2024-01-08,CUST-00983,Small Business,Levi's 501 Jeans,Fashion,United States,Online,1,80.66,0.0,38.72,80.66,41.94
ORD-100135,2024-01-08,CUST-01309,Corporate,Apple Watch Series 9,Sports,United Kingdom,Marketplace,1,440.5,0.0,321.56,440.5,118.94
ORD-100136,2024-01-08,CUST-01389,Consumer,MacBook Air M2,Electronics,Pakistan,Online,1,1222.03,0.0,953.18,1222.03,268.85
ORD-100137,2024-01-08,CUST-00866,Consumer,Olaplex No.3,Beauty,United Kingdom,Online,4,31.38,0.0,50.2,125.5,75.3
ORD-100138,2024-01-08,CUST-00141,Consumer,Sony WH-1000XM5,Electronics,France,Online,1,327.15,0.0,212.65,327.15,114.5
ORD-100139,2024-01-08,CUST-01133,Small Business,Sony WH-1000XM5,Electronics,Brazil,Online,1,327.45,0.1,212.84,294.7,81.86
ORD-100140,2024-01-08,CUST-00983,Corporate,Olaplex No.3,Beauty,United States,Online,2,30.54,0.0,24.44,61.09,36.65
ORD-100141,2024-01-08,CUST-00985,Consumer,MacBook Air M2,Electronics,United Kingdom,Online,3,1196.31,0.05,2799.37,3409.49,610.12
ORD-100142,2024-01-08,CUST-00677,Consumer,MacBook Air M2,Electronics,Pakistan,Online,1,1140.37,0.0,889.49,1140.37,250.88
ORD-100143,2024-01-09,CUST-00407,Consumer,Dyson V15 Vacuum,Home & Kitchen,Canada,Retail Store,1,622.04,0.0,435.43,622.04,186.61
ORD-100144,2024-01-09,CUST-01149,Corporate,IKEA Malm Desk,Home & Kitchen,Japan,Retail Store,2,130.55,0.25,156.66,195.83,39.17
ORD-100145,2024-01-09,CUST-01353,Small Business,MacBook Air M2,Electronics,United States,Online,1,1238.37,0.15,965.93,1052.61,86.68
ORD-100146,2024-01-09,CUST-00958,Consumer,Nespresso Vertuo,Home & Kitchen,United Kingdom,Online,1,177.36,0.1,118.83,159.62,40.79
ORD-100147,2024-01-09,CUST-01280,Consumer,Sony WH-1000XM5,Electronics,Canada,Retail Store,1,310.44,0.1,201.79,279.4,77.61
ORD-100148,2024-01-09,CUST-00622,Small Business,iPhone 15 Pro Max,Electronics,United States,Online,3,1029.19,0.0,2223.05,3087.56,864.51
ORD-100149,2024-01-09,CUST-00677,Consumer,MacBook Air M2,Electronics,Brazil,Retail Store,1,1251.42,0.0,976.11,1251.42,275.31
ORD-100150,2024-01-09,CUST-00170,Corporate,MacBook Air M2,Electronics,Germany,Marketplace,4,1195.27,0.0,3729.24,4781.07,1051.83
ORD-100151,2024-01-09,CUST-00102,Consumer,AirPods Pro 2,Electronics,United States,Retail Store,1,234.44,0.05,140.67,222.72,82.05
ORD-100152,2024-01-09,CUST-01118,Small Business,AirPods Pro 2,Electronics,United Arab Emirates,Marketplace,2,234.9,0.0,281.88,469.8,187.92
ORD-100153,2024-01-09,CUST-00783,Consumer,Sony WH-1000XM5,Electronics,Japan,Wholesale,1,314.31,0.1,204.3,282.88,78.58
ORD-100154,2024-01-09,CUST-00262,Consumer,Peloton Dumbbells,Sports,Germany,Online,1,90.49,0.0,58.82,90.49,31.67
ORD-100155,2024-01-09,CUST-01141,Consumer,Sony WH-1000XM5,Electronics,Canada,Marketplace,1,348.47,0.15,226.5,296.2,69.7
ORD-100156,2024-01-09,CUST-00496,Consumer,MacBook Air M2,Electronics,United States,Wholesale,2,1119.19,0.25,1745.94,1678.79,-67.15
ORD-100157,2024-01-09,CUST-00046,Consumer,Peloton Dumbbells,Sports,Brazil,Online,1,95.99,0.0,62.39,95.99,33.6
ORD-100158,2024-01-09,CUST-01052,Corporate,Dyson V15 Vacuum,Home & Kitchen,Brazil,Online,1,632.55,0.0,442.79,632.55,189.76
ORD-100159,2024-01-09,CUST-01276,Small Business,Peloton Dumbbells,Sports,United Arab Emirates,Online,1,88.54,0.0,57.55,88.54,30.99
ORD-100160,2024-01-09,CUST-00359,Consumer,AirPods Pro 2,Electronics,Germany,Online,2,238.2,0.05,285.85,452.59,166.74
ORD-100161,2024-01-09,CUST-00983,Consumer,Adidas Ultraboost,Fashion,India,Online,1,172.02,0.0,99.77,172.02,72.25
ORD-100162,2024-01-09,CUST-00637,Small Business,Sony WH-1000XM5,Electronics,United Arab Emirates,Online,4,338.84,0.0,880.98,1355.36,474.38
ORD-100163,2024-01-09,CUST-01050,Consumer,Wilson Tennis Racket,Sports,United States,Online,2,225.35,0.0,279.43,450.7,171.27
ORD-100164,2024-01-09,CUST-01143,Corporate,MacBook Air M2,Electronics,United States,Wholesale,2,1211.35,0.0,1889.7,2422.69,532.99
ORD-100165,2024-01-10,CUST-01059,Small Business,Peloton Dumbbells,Sports,India,Retail Store,1,96.03,0.15,62.42,81.62,19.2
ORD-100166,2024-01-10,CUST-00334,Corporate,Sony WH-1000XM5,Electronics,France,Marketplace,5,308.0,0.0,1000.99,1539.98,538.99
ORD-100167,2024-01-10,CUST-01171,Consumer,Dior Sauvage 100ml,Beauty,,Online,1,151.46,0.0,68.16,151.46,83.3
ORD-100168,2024-01-10,CUST-00272,Small Business,Dyson V15 Vacuum,Home & Kitchen,United Kingdom,Retail Store,2,608.09,0.0,851.32,1216.18,364.86
ORD-100169,2024-01-10,CUST-01100,Consumer,Dior Sauvage 100ml,Beauty,Australia,Online,1,148.15,0.0,66.67,148.15,81.48
ORD-100170,2024-01-10,CUST-01289,Consumer,MacBook Air M2,Electronics,United States,Online,1,1187.14,0.0,925.97,1187.14,261.17
ORD-100171,2024-01-10,CUST-00284,Consumer,Lego Millennium Falcon  ,Others,United States,Retail Store,2,165.76,0.0,225.43,331.51,106.08
ORD-100172,2024-01-10,CUST-00838,Consumer,Dell XPS 13,Electronics,Brazil,Online,2,1037.4,0.0,1701.34,2074.81,373.47
ORD-100173,2024-01-10,CUST-00979,Consumer,Samsung Galaxy S24,Electronics,United States,Online,1,821.96,0.25,608.25,8630.58,115.08000000000001
ORD-100174,2024-01-10,CUST-01389,Consumer,Instant Pot Duo,Home & Kitchen,Canada,Online,1,107.01,0.0,66.35,107.01,40.66
ORD-100175,2024-01-10,CUST-00118,Corporate,Samsung Galaxy S24,Electronics,India,Online,1,894.49,0.25,661.92,670.86,8.94
ORD-100176,2024-01-10,CUST-00975,Corporate,Dyson V15 Vacuum,Home & Kitchen,United Arab Emirates,Retail Store,1,611.72,0.0,428.21,611.72,183.51
ORD-100177,2024-01-10,CUST-01290,Consumer,IKEA Malm Desk  ,Home & Kitchen,Brazil,Online,2,134.41,0.0,,268.82,107.53
ORD-100178,2024-01-10,CUST-00023,Small Business,MacBook Air M2,Electronics,United Kingdom,Online,1,1180.71,0.0,920.95,1180.71,259.76
ORD-100179,2024-01-10,CUST-01345,Consumer,MacBook Air M2,Electronics,Australia,Online,2,1276.9,0.0,1991.96,2553.79,561.83
ORD-100180,2024-01-10,CUST-00644,Consumer,MacBook Air M2,Electronics,Brazil,Online,2,1161.06,0.0,1811.26,2322.13,510.87
ORD-100181,2024-01-10,CUST-00354,Consumer,Dyson V15 Vacuum,Home & Kitchen,United Kingdom,Retail Store,1,561.91,0.0,393.33,561.91,168.58
ORD-100182,2024-01-10,CUST-00864,Small Business,IKEA Malm Desk,Home & Kitchen,Germany,Online,1,137.8,0.1,82.68,124.02,41.34
ORD-100183,2024-01-10,CUST-01104,Consumer,Peloton Dumbbells,Sports,Canada,Retail Store,1,96.68,0.1,62.84,87.01,24.17
ORD-100184,2024-01-10,CUST-00019,Consumer,Sony WH-1000XM5,Electronics,United States,Online,2,321.51,0.0,417.97,643.03,225.06
ORD-100185,2024-01-10,CUST-00647,Consumer,MacBook Air M2,Electronics,Canada,Online,1,1202.65,0.0,938.07,1202.65,264.58
ORD-100186,2024-01-11,CUST-00866,Corporate,Zara Wool Coat,Fashion,United Arab Emirates,Online,1,182.18,0.05,94.73,173.07,78.34
ORD-100187,2024-01-11,CUST-01014,Corporate,Dior Sauvage 100ml,Beauty,United States,Retail Store,1,147.46,0.1,66.36,132.71,66.35
